x,y,z
-0.7000000000000001,-1.9,0.0
-0.6000000000000001,-1.9,0.0
-0.5,-1.9,0.0
-0.4,-1.9,0.0
-0.30000000000000004,-1.9,0.0
-0.2,-1.9,0.0
-0.1,-1.9,0.0
0.0,-1.9,0.0
0.1,-1.9,0.0
0.2,-1.9,0.0
0.30000000000000004,-1.9,0.0
0.4,-1.9,0.0
0.5,-1.9,0.0
0.6000000000000001,-1.9,0.0
0.7000000000000001,-1.9,0.0
0.8,-1.9,0.0
0.9,-1.9,0.0
1.0,-1.9,0.0
1.1,-1.9,0.0
1.2000000000000002,-1.9,0.0
1.3,-1.9,0.0
1.4000000000000001,-1.9,0.0
1.5,-1.9,0.0
1.6,-1.9,0.0
1.7000000000000002,-1.9,0.0
1.8,-1.9,0.0
1.9000000000000001,-1.9,0.0
2.0,-1.9,0.0
2.1,-1.9,0.0
2.2,-1.9,0.0
2.3000000000000003,-1.9,0.0
2.4000000000000004,-1.9,0.0
2.5,-1.9,0.0
2.6,-1.9,0.0
2.7,-1.9,0.0
2.8000000000000003,-1.9,0.0
2.9000000000000004,-1.9,0.0
3.0,-1.9,0.0
3.1,-1.9,0.06666666666666665
3.2,-1.9,0.06666666666666665
3.3000000000000003,-1.9,0.06666666666666665
3.4000000000000004,-1.9,0.06666666666666665
3.5,-1.9,0.06666666666666665
3.6,-1.9,0.06666666666666665
3.7,-1.9,0.06666666666666665
3.8000000000000003,-1.9,0.06666666666666665
3.9000000000000004,-1.9,0.06666666666666665
4.0,-1.9,0.1333333333333333
4.1000000000000005,-1.9,0.1333333333333333
4.2,-1.9,0.1333333333333333
-2.6,-1.85,0.4
-2.5,-1.85,0.33333333333333337
-2.4000000000000004,-1.85,0.33333333333333337
-2.3000000000000003,-1.85,0.33333333333333337
-2.2,-1.85,0.33333333333333337
-2.1,-1.85,0.2666666666666667
-2.0,-1.85,0.2666666666666667
-1.9000000000000001,-1.85,0.2666666666666667
-1.8,-1.85,0.19999999999999996
-1.7000000000000002,-1.85,0.19999999999999996
-1.6,-1.85,0.06666666666666665
-1.5,-1.85,0.0
-1.4000000000000001,-1.85,0.0
-1.3,-1.85,0.0
-1.2000000000000002,-1.85,0.0
-1.1,-1.85,0.0
-1.0,-1.85,0.0
-0.9,-1.85,0.0
-0.8,-1.85,0.0
-0.7000000000000001,-1.85,0.0
-0.6000000000000001,-1.85,0.0
-0.5,-1.85,0.0
-0.4,-1.85,0.0
-0.30000000000000004,-1.85,0.0
-0.2,-1.85,0.0
-0.1,-1.85,0.0
0.0,-1.85,0.0
0.1,-1.85,0.0
0.2,-1.85,0.0
0.30000000000000004,-1.85,0.0
0.4,-1.85,0.0
0.5,-1.85,0.0
0.6000000000000001,-1.85,0.0
0.7000000000000001,-1.85,0.0
0.8,-1.85,0.0
0.9,-1.85,0.0
1.0,-1.85,0.0
1.1,-1.85,0.0
1.2000000000000002,-1.85,0.0
1.3,-1.85,0.0
1.4000000000000001,-1.85,0.0
1.5,-1.85,0.0
1.6,-1.85,0.0
1.7000000000000002,-1.85,0.0
1.8,-1.85,0.0
1.9000000000000001,-1.85,0.0
2.0,-1.85,0.0
2.1,-1.85,0.0
2.2,-1.85,0.0
2.3000000000000003,-1.85,0.0
2.4000000000000004,-1.85,0.0
2.5,-1.85,0.0
2.6,-1.85,0.0
2.7,-1.85,0.0
2.8000000000000003,-1.85,0.0
2.9000000000000004,-1.85,0.0
3.0,-1.85,0.0
3.1,-1.85,0.06666666666666665
3.2,-1.85,0.06666666666666665
3.3000000000000003,-1.85,0.06666666666666665
3.4000000000000004,-1.85,0.06666666666666665
3.5,-1.85,0.06666666666666665
3.6,-1.85,0.06666666666666665
3.7,-1.85,0.06666666666666665
3.8000000000000003,-1.85,0.06666666666666665
3.9000000000000004,-1.85,0.06666666666666665
4.0,-1.85,0.1333333333333333
4.1000000000000005,-1.85,0.1333333333333333
4.2,-1.85,0.1333333333333333
-2.6,-1.8,0.4
-2.5,-1.8,0.4
-2.4000000000000004,-1.8,0.33333333333333337
-2.3000000000000003,-1.8,0.33333333333333337
-2.2,-1.8,0.33333333333333337
-2.1,-1.8,0.33333333333333337
-2.0,-1.8,0.2666666666666667
-1.9000000000000001,-1.8,0.2666666666666667
-1.8,-1.8,0.19999999999999996
-1.7000000000000002,-1.8,0.19999999999999996
-1.6,-1.8,0.19999999999999996
-1.5,-1.8,0.0
-1.4000000000000001,-1.8,0.0
-1.3,-1.8,0.0
-1.2000000000000002,-1.8,0.0
-1.1,-1.8,0.0
-1.0,-1.8,0.0
-0.9,-1.8,0.0
-0.8,-1.8,0.0
-0.7000000000000001,-1.8,0.0
-0.6000000000000001,-1.8,0.0
-0.5,-1.8,0.0
-0.4,-1.8,0.0
-0.30000000000000004,-1.8,0.0
-0.2,-1.8,0.0
-0.1,-1.8,0.0
0.0,-1.8,0.0
0.1,-1.8,0.0
0.2,-1.8,0.0
0.30000000000000004,-1.8,0.0
0.4,-1.8,0.0
0.5,-1.8,0.0
0.6000000000000001,-1.8,0.0
0.7000000000000001,-1.8,0.0
0.8,-1.8,0.0
0.9,-1.8,0.0
1.0,-1.8,0.0
1.1,-1.8,0.0
1.2000000000000002,-1.8,0.0
1.3,-1.8,0.0
1.4000000000000001,-1.8,0.0
1.5,-1.8,0.0
1.6,-1.8,0.0
1.7000000000000002,-1.8,0.0
1.8,-1.8,0.0
1.9000000000000001,-1.8,0.0
2.0,-1.8,0.0
2.1,-1.8,0.0
2.2,-1.8,0.0
2.3000000000000003,-1.8,0.0
2.4000000000000004,-1.8,0.0
2.5,-1.8,0.0
2.6,-1.8,0.0
2.7,-1.8,0.0
2.8000000000000003,-1.8,0.0
2.9000000000000004,-1.8,0.0
3.0,-1.8,0.0
3.1,-1.8,0.06666666666666665
3.2,-1.8,0.06666666666666665
3.3000000000000003,-1.8,0.06666666666666665
3.4000000000000004,-1.8,0.06666666666666665
3.5,-1.8,0.06666666666666665
3.6,-1.8,0.06666666666666665
3.7,-1.8,0.06666666666666665
3.8000000000000003,-1.8,0.06666666666666665
3.9000000000000004,-1.8,0.1333333333333333
4.0,-1.8,0.1333333333333333
4.1000000000000005,-1.8,0.1333333333333333
4.2,-1.8,0.1333333333333333
-2.6,-1.75,0.4
-2.5,-1.75,0.4
-2.4000000000000004,-1.75,0.33333333333333337
-2.3000000000000003,-1.75,0.33333333333333337
-2.2,-1.75,0.33333333333333337
-2.1,-1.75,0.33333333333333337
-2.0,-1.75,0.2666666666666667
-1.9000000000000001,-1.75,0.2666666666666667
-1.8,-1.75,0.19999999999999996
-1.7000000000000002,-1.75,0.19999999999999996
-1.6,-1.75,0.19999999999999996
-1.5,-1.75,0.06666666666666665
-1.4000000000000001,-1.75,0.0
-1.3,-1.75,0.0
-1.2000000000000002,-1.75,0.0
-1.1,-1.75,0.0
-1.0,-1.75,0.0
-0.9,-1.75,0.0
-0.8,-1.75,0.0
-0.7000000000000001,-1.75,0.0
-0.6000000000000001,-1.75,0.0
-0.5,-1.75,0.0
-0.4,-1.75,0.0
-0.30000000000000004,-1.75,0.0
-0.2,-1.75,0.0
-0.1,-1.75,0.0
0.0,-1.75,0.0
0.1,-1.75,0.0
0.2,-1.75,0.0
0.30000000000000004,-1.75,0.0
0.4,-1.75,0.0
0.5,-1.75,0.0
0.6000000000000001,-1.75,0.0
0.7000000000000001,-1.75,0.0
0.8,-1.75,0.0
0.9,-1.75,0.0
1.0,-1.75,0.0
1.1,-1.75,0.0
1.2000000000000002,-1.75,0.0
1.3,-1.75,0.0
1.4000000000000001,-1.75,0.0
1.5,-1.75,0.0
1.6,-1.75,0.0
1.7000000000000002,-1.75,0.0
1.8,-1.75,0.0
1.9000000000000001,-1.75,0.0
2.0,-1.75,0.0
2.1,-1.75,0.0
2.2,-1.75,0.0
2.3000000000000003,-1.75,0.0
2.4000000000000004,-1.75,0.0
2.5,-1.75,0.0
2.6,-1.75,0.0
2.7,-1.75,0.0
2.8000000000000003,-1.75,0.0
2.9000000000000004,-1.75,0.0
3.0,-1.75,0.06666666666666665
3.1,-1.75,0.06666666666666665
3.2,-1.75,0.06666666666666665
3.3000000000000003,-1.75,0.06666666666666665
3.4000000000000004,-1.75,0.06666666666666665
3.5,-1.75,0.06666666666666665
3.6,-1.75,0.06666666666666665
3.7,-1.75,0.06666666666666665
3.8000000000000003,-1.75,0.06666666666666665
3.9000000000000004,-1.75,0.1333333333333333
4.0,-1.75,0.1333333333333333
4.1000000000000005,-1.75,0.1333333333333333
4.2,-1.75,0.1333333333333333
-2.6,-1.7,0.4
-2.5,-1.7,0.4
-2.4000000000000004,-1.7,0.4
-2.3000000000000003,-1.7,0.33333333333333337
-2.2,-1.7,0.33333333333333337
-2.1,-1.7,0.33333333333333337
-2.0,-1.7,0.33333333333333337
-1.9000000000000001,-1.7,0.2666666666666667
-1.8,-1.7,0.2666666666666667
-1.7000000000000002,-1.7,0.19999999999999996
-1.6,-1.7,0.19999999999999996
-1.5,-1.7,0.1333333333333333
-1.4000000000000001,-1.7,0.0
-1.3,-1.7,0.0
-1.2000000000000002,-1.7,0.0
-1.1,-1.7,0.0
-1.0,-1.7,0.0
-0.9,-1.7,0.0
-0.8,-1.7,0.0
-0.7000000000000001,-1.7,0.06666666666666665
-0.6000000000000001,-1.7,0.0
-0.5,-1.7,0.0625
-0.4,-1.7,0.0
-0.30000000000000004,-1.7,0.0
-0.2,-1.7,0.0
-0.1,-1.7,0.0
0.0,-1.7,0.0
0.1,-1.7,0.0
0.2,-1.7,0.0
0.30000000000000004,-1.7,0.0
0.4,-1.7,0.0
0.5,-1.7,0.0
0.6000000000000001,-1.7,0.0
0.7000000000000001,-1.7,0.0
0.8,-1.7,0.0
0.9,-1.7,0.0
1.0,-1.7,0.0
1.1,-1.7,0.0
1.2000000000000002,-1.7,0.0
1.3,-1.7,0.0
1.4000000000000001,-1.7,0.0
1.5,-1.7,0.0
1.6,-1.7,0.0
1.7000000000000002,-1.7,0.0
1.8,-1.7,0.0
1.9000000000000001,-1.7,0.0
2.0,-1.7,0.0
2.1,-1.7,0.0
2.2,-1.7,0.0
2.3000000000000003,-1.7,0.0
2.4000000000000004,-1.7,0.0
2.5,-1.7,0.0
2.6,-1.7,0.0
2.7,-1.7,0.0
2.8000000000000003,-1.7,0.0
2.9000000000000004,-1.7,0.0
3.0,-1.7,0.06666666666666665
3.1,-1.7,0.06666666666666665
3.2,-1.7,0.06666666666666665
3.3000000000000003,-1.7,0.06666666666666665
3.4000000000000004,-1.7,0.06666666666666665
3.5,-1.7,0.06666666666666665
3.6,-1.7,0.06666666666666665
3.7,-1.7,0.06666666666666665
3.8000000000000003,-1.7,0.1333333333333333
3.9000000000000004,-1.7,0.1333333333333333
4.0,-1.7,0.1333333333333333
4.1000000000000005,-1.7,0.1333333333333333
4.2,-1.7,0.1333333333333333
-2.6,-1.65,0.4
-2.5,-1.65,0.4
-2.4000000000000004,-1.65,0.4
-2.3000000000000003,-1.65,0.33333333333333337
-2.2,-1.65,0.33333333333333337
-2.1,-1.65,0.33333333333333337
-2.0,-1.65,0.33333333333333337
-1.9000000000000001,-1.65,0.2666666666666667
-1.8,-1.65,0.2666666666666667
-1.7000000000000002,-1.65,0.19999999999999996
-1.6,-1.65,0.19999999999999996
-1.5,-1.65,0.19999999999999996
-1.4000000000000001,-1.65,0.0
-1.3,-1.65,0.0
-1.2000000000000002,-1.65,0.0
-1.1,-1.65,0.0
-1.0,-1.65,0.0
-0.9,-1.65,0.0
-0.8,-1.65,0.0
-0.7000000000000001,-1.65,0.0
-0.6000000000000001,-1.65,0.06666666666666665
-0.5,-1.65,0.06666666666666665
-0.4,-1.65,0.0
-0.30000000000000004,-1.65,0.0
-0.2,-1.65,0.0
-0.1,-1.65,0.0
0.0,-1.65,0.0
0.1,-1.65,0.0
0.2,-1.65,0.0
0.30000000000000004,-1.65,0.0
0.4,-1.65,0.0
0.5,-1.65,0.0
0.6000000000000001,-1.65,0.0
0.7000000000000001,-1.65,0.0
0.8,-1.65,0.0
0.9,-1.65,0.0
1.0,-1.65,0.0
1.1,-1.65,0.0
1.2000000000000002,-1.65,0.0
1.3,-1.65,0.0
1.4000000000000001,-1.65,0.0
1.5,-1.65,0.0
1.6,-1.65,0.0
1.7000000000000002,-1.65,0.0
1.8,-1.65,0.0
1.9000000000000001,-1.65,0.0
2.0,-1.65,0.0
2.1,-1.65,0.0
2.2,-1.65,0.0
2.3000000000000003,-1.65,0.0
2.4000000000000004,-1.65,0.0
2.5,-1.65,0.0
2.6,-1.65,0.0
2.7,-1.65,0.0
2.8000000000000003,-1.65,0.0
2.9000000000000004,-1.65,0.0
3.0,-1.65,0.06666666666666665
3.1,-1.65,0.06666666666666665
3.2,-1.65,0.06666666666666665
3.3000000000000003,-1.65,0.06666666666666665
3.4000000000000004,-1.65,0.06666666666666665
3.5,-1.65,0.06666666666666665
3.6,-1.65,0.06666666666666665
3.7,-1.65,0.06666666666666665
3.8000000000000003,-1.65,0.1333333333333333
3.9000000000000004,-1.65,0.1333333333333333
4.0,-1.65,0.1333333333333333
4.1000000000000005,-1.65,0.1333333333333333
4.2,-1.65,0.1333333333333333
-2.6,-1.6,0.4666666666666667
-2.5,-1.6,0.4
-2.4000000000000004,-1.6,0.4
-2.3000000000000003,-1.6,0.33333333333333337
-2.2,-1.6,0.33333333333333337
-2.1,-1.6,0.33333333333333337
-2.0,-1.6,0.33333333333333337
-1.9000000000000001,-1.6,0.33333333333333337
-1.8,-1.6,0.2666666666666667
-1.7000000000000002,-1.6,0.2666666666666667
-1.6,-1.6,0.19999999999999996
-1.5,-1.6,0.19999999999999996
-1.4000000000000001,-1.6,0.1333333333333333
-1.3,-1.6,0.0
-1.2000000000000002,-1.6,0.0
-1.1,-1.6,0.0
-1.0,-1.6,0.0
-0.9,-1.6,0.0
-0.8,-1.6,0.0
-0.7000000000000001,-1.6,0.0
-0.6000000000000001,-1.6,0.06666666666666665
-0.5,-1.6,0.06666666666666665
-0.4,-1.6,0.0
-0.30000000000000004,-1.6,0.0
-0.2,-1.6,0.0
-0.1,-1.6,0.0
0.0,-1.6,0.0
0.1,-1.6,0.0
0.2,-1.6,0.0
0.30000000000000004,-1.6,0.0
0.4,-1.6,0.0
0.5,-1.6,0.0
0.6000000000000001,-1.6,0.0
0.7000000000000001,-1.6,0.0
0.8,-1.6,0.0
0.9,-1.6,0.0
1.0,-1.6,0.0
1.1,-1.6,0.0
1.2000000000000002,-1.6,0.0
1.3,-1.6,0.0
1.4000000000000001,-1.6,0.0
1.5,-1.6,0.0
1.6,-1.6,0.0
1.7000000000000002,-1.6,0.0
1.8,-1.6,0.0
1.9000000000000001,-1.6,0.0
2.0,-1.6,0.0
2.1,-1.6,0.0
2.2,-1.6,0.0
2.3000000000000003,-1.6,0.0
2.4000000000000004,-1.6,0.0
2.5,-1.6,0.0
2.6,-1.6,0.0
2.7,-1.6,0.0
2.8000000000000003,-1.6,0.0
2.9000000000000004,-1.6,0.06666666666666665
3.0,-1.6,0.06666666666666665
3.1,-1.6,0.06666666666666665
3.2,-1.6,0.06666666666666665
3.3000000000000003,-1.6,0.06666666666666665
3.4000000000000004,-1.6,0.06666666666666665
3.5,-1.6,0.06666666666666665
3.6,-1.6,0.06666666666666665
3.7,-1.6,0.1333333333333333
3.8000000000000003,-1.6,0.1333333333333333
3.9000000000000004,-1.6,0.1333333333333333
4.0,-1.6,0.1333333333333333
4.1000000000000005,-1.6,0.1333333333333333
4.2,-1.6,0.1333333333333333
-2.6,-1.55,0.4666666666666667
-2.5,-1.55,0.4
-2.4000000000000004,-1.55,0.4
-2.3000000000000003,-1.55,0.4
-2.2,-1.55,0.33333333333333337
-2.1,-1.55,0.33333333333333337
-2.0,-1.55,0.33333333333333337
-1.9000000000000001,-1.55,0.33333333333333337
-1.8,-1.55,0.2666666666666667
-1.7000000000000002,-1.55,0.2666666666666667
-1.6,-1.55,0.19999999999999996
-1.5,-1.55,0.19999999999999996
-1.4000000000000001,-1.55,0.1333333333333333
-1.3,-1.55,0.0
-1.2000000000000002,-1.55,0.0
-1.1,-1.55,0.0
-1.0,-1.55,0.0
-0.9,-1.55,0.0
-0.8,-1.55,0.0
-0.7000000000000001,-1.55,0.0
-0.6000000000000001,-1.55,0.0625
-0.5,-1.55,0.06666666666666665
-0.4,-1.55,0.06666666666666665
-0.30000000000000004,-1.55,0.0
-0.2,-1.55,0.0
-0.1,-1.55,0.0
0.0,-1.55,0.0
0.1,-1.55,0.0
0.2,-1.55,0.0
0.30000000000000004,-1.55,0.0
0.4,-1.55,0.0
0.5,-1.55,0.0
0.6000000000000001,-1.55,0.0
0.7000000000000001,-1.55,0.0
0.8,-1.55,0.0
0.9,-1.55,0.0
1.0,-1.55,0.0
1.1,-1.55,0.0
1.2000000000000002,-1.55,0.0
1.3,-1.55,0.0
1.4000000000000001,-1.55,0.0
1.5,-1.55,0.0
1.6,-1.55,0.0
1.7000000000000002,-1.55,0.0
1.8,-1.55,0.0
1.9000000000000001,-1.55,0.0
2.0,-1.55,0.0
2.1,-1.55,0.0
2.2,-1.55,0.0
2.3000000000000003,-1.55,0.0
2.4000000000000004,-1.55,0.0
2.5,-1.55,0.0
2.6,-1.55,0.0
2.7,-1.55,0.0
2.8000000000000003,-1.55,0.0
2.9000000000000004,-1.55,0.06666666666666665
3.0,-1.55,0.06666666666666665
3.1,-1.55,0.06666666666666665
3.2,-1.55,0.06666666666666665
3.3000000000000003,-1.55,0.06666666666666665
3.4000000000000004,-1.55,0.06666666666666665
3.5,-1.55,0.06666666666666665
3.6,-1.55,0.06666666666666665
3.7,-1.55,0.1333333333333333
3.8000000000000003,-1.55,0.1333333333333333
3.9000000000000004,-1.55,0.1333333333333333
4.0,-1.55,0.1333333333333333
4.1000000000000005,-1.55,0.1333333333333333
4.2,-1.55,0.1333333333333333
-2.6,-1.5,0.4666666666666667
-2.5,-1.5,0.4666666666666667
-2.4000000000000004,-1.5,0.4
-2.3000000000000003,-1.5,0.4
-2.2,-1.5,0.33333333333333337
-2.1,-1.5,0.33333333333333337
-2.0,-1.5,0.33333333333333337
-1.9000000000000001,-1.5,0.33333333333333337
-1.8,-1.5,0.2666666666666667
-1.7000000000000002,-1.5,0.2666666666666667
-1.6,-1.5,0.2666666666666667
-1.5,-1.5,0.19999999999999996
-1.4000000000000001,-1.5,0.19999999999999996
-1.3,-1.5,0.06666666666666665
-1.2000000000000002,-1.5,0.0
-1.1,-1.5,0.0
-1.0,-1.5,0.0
-0.9,-1.5,0.0
-0.8,-1.5,0.0
-0.7000000000000001,-1.5,0.0
-0.6000000000000001,-1.5,0.0
-0.5,-1.5,0.06666666666666665
-0.4,-1.5,0.06666666666666665
-0.30000000000000004,-1.5,0.0
-0.2,-1.5,0.0
-0.1,-1.5,0.0
0.0,-1.5,0.0
0.1,-1.5,0.0
0.2,-1.5,0.0
0.30000000000000004,-1.5,0.06666666666666665
0.4,-1.5,0.06666666666666665
0.5,-1.5,0.0
0.6000000000000001,-1.5,0.0
0.7000000000000001,-1.5,0.0
0.8,-1.5,0.0
0.9,-1.5,0.0
1.0,-1.5,0.0
1.1,-1.5,0.06666666666666665
1.2000000000000002,-1.5,0.0
1.3,-1.5,0.0
1.4000000000000001,-1.5,0.0
1.5,-1.5,0.0
1.6,-1.5,0.0
1.7000000000000002,-1.5,0.0
1.8,-1.5,0.0
1.9000000000000001,-1.5,0.0
2.0,-1.5,0.0
2.1,-1.5,0.0
2.2,-1.5,0.0
2.3000000000000003,-1.5,0.0
2.4000000000000004,-1.5,0.0
2.5,-1.5,0.0
2.6,-1.5,0.0
2.7,-1.5,0.0
2.8000000000000003,-1.5,0.0
2.9000000000000004,-1.5,0.06666666666666665
3.0,-1.5,0.06666666666666665
3.1,-1.5,0.06666666666666665
3.2,-1.5,0.06666666666666665
3.3000000000000003,-1.5,0.06666666666666665
3.4000000000000004,-1.5,0.0625
3.5,-1.5,0.06666666666666665
3.6,-1.5,0.06666666666666665
3.7,-1.5,0.1333333333333333
3.8000000000000003,-1.5,0.1333333333333333
3.9000000000000004,-1.5,0.1333333333333333
4.0,-1.5,0.1333333333333333
4.1000000000000005,-1.5,0.1333333333333333
4.2,-1.5,0.1333333333333333
-2.6,-1.45,0.4666666666666667
-2.5,-1.45,0.4666666666666667
-2.4000000000000004,-1.45,0.4
-2.3000000000000003,-1.45,0.4
-2.2,-1.45,0.33333333333333337
-2.1,-1.45,0.33333333333333337
-2.0,-1.45,0.33333333333333337
-1.9000000000000001,-1.45,0.33333333333333337
-1.8,-1.45,0.33333333333333337
-1.7000000000000002,-1.45,0.2666666666666667
-1.6,-1.45,0.2666666666666667
-1.5,-1.45,0.19999999999999996
-1.4000000000000001,-1.45,0.19999999999999996
-1.3,-1.45,0.1333333333333333
-1.2000000000000002,-1.45,0.0
-1.1,-1.45,0.0
-1.0,-1.45,0.0
-0.9,-1.45,0.0625
-0.8,-1.45,0.06666666666666665
-0.7000000000000001,-1.45,0.0
-0.6000000000000001,-1.45,0.0
-0.5,-1.45,0.06666666666666665
-0.4,-1.45,0.06666666666666665
-0.30000000000000004,-1.45,0.06666666666666665
-0.2,-1.45,0.0
-0.1,-1.45,0.0
0.0,-1.45,0.0
0.1,-1.45,0.0
0.2,-1.45,0.0
0.30000000000000004,-1.45,0.06666666666666665
0.4,-1.45,0.06666666666666665
0.5,-1.45,0.0
0.6000000000000001,-1.45,0.0
0.7000000000000001,-1.45,0.0
0.8,-1.45,0.0
0.9,-1.45,0.0
1.0,-1.45,0.0
1.1,-1.45,0.06666666666666665
1.2000000000000002,-1.45,0.0
1.3,-1.45,0.0
1.4000000000000001,-1.45,0.0
1.5,-1.45,0.0
1.6,-1.45,0.0
1.7000000000000002,-1.45,0.0
1.8,-1.45,0.0
1.9000000000000001,-1.45,0.0
2.0,-1.45,0.0
2.1,-1.45,0.0
2.2,-1.45,0.0
2.3000000000000003,-1.45,0.0
2.4000000000000004,-1.45,0.0
2.5,-1.45,0.0
2.6,-1.45,0.0
2.7,-1.45,0.0
2.8000000000000003,-1.45,0.0
2.9000000000000004,-1.45,0.06666666666666665
3.0,-1.45,0.06666666666666665
3.1,-1.45,0.06666666666666665
3.2,-1.45,0.06666666666666665
3.3000000000000003,-1.45,0.06666666666666665
3.4000000000000004,-1.45,0.06666666666666665
3.5,-1.45,0.06666666666666665
3.6,-1.45,0.1333333333333333
3.7,-1.45,0.1333333333333333
3.8000000000000003,-1.45,0.1333333333333333
3.9000000000000004,-1.45,0.1333333333333333
4.0,-1.45,0.1333333333333333
4.1000000000000005,-1.45,0.1333333333333333
4.2,-1.45,0.1333333333333333
-2.6,-1.4,0.4666666666666667
-2.5,-1.4,0.4666666666666667
-2.4000000000000004,-1.4,0.4666666666666667
